interview_id,theme_name,theme_category,sentiment,confidence,importance_level,quote_sample,turn_number,transcript_id,reasoning,analyst_notes,created_at,theme_id
P21,ขจัดคราบมัน,Performance,Mixed,0.75,High,LiponF เหมาะกับร้านอาหาร ของจริงจัง Sunlight เหมาะกับใช้ในบ้านหรือคนอยู่หอ กลิ่นดีกว่า แต่ล้างมันน้อยกว่า ถ้าได้รวมข้อดีสองอย่างเข้าด้วยกันจะดีมาก,18,496,ข้อความมีทั้งความชื่นชมในคุณสมบัติของผลิตภัณฑ์ LiponF และ Sunlight แต่ก็มีการเปรียบเทียบที่แสดงถึงข้อด้อยของแต่ละผลิตภัณฑ์ ทำให้มีความรู้สึกที่หลากหลาย,,2025-12-12T19:28:06.963128,2
P21,ขจัดคราบมัน,Performance,Positive,0.9,High,Sunlight ครับ เพราะหอม ล้างไว หาซื้อง่าย แต่ถ้ามีโปร LiponF ก็ซื้อไว้ล้างหม้อใหญ่ ใช้สลับกัน,20,498,ผู้ตอบแสดงความพึงพอใจต่อผลิตภัณฑ์ Sunlight โดยระบุถึงกลิ่นหอมและความสะดวกในการหาซื้อ รวมถึงการใช้ผลิตภัณฑ์ LiponF ในบางโอกาส ซึ่งแสดงถึงความพึงพอใจในทางบวก,,2025-12-12T19:28:06.963128,2
P21,กลิ่นหอม,Sensory,Neutral,0.75,High,ล้างเองครับ ทุกคืนเลย ทั้งกล่องใส่อาหาร กระติกน้ำ หม้อหุงข้าวเล็ก มันจะมีคราบน้ำมันจากอาหารลูกค้าเยอะ ต้องล้างให้หมดไม่งั้นมีกลิ่น,2,480,ข้อความเน้นการทำความสะอาดและการดูแลอุปกรณ์ โดยไม่มีการแสดงอารมณ์เชิงบวกหรือลบชัดเจน,,2025-12-12T19:28:06.963128,1
P21,กลิ่นหอม,Sensory,Positive,0.9,High,ส่วนใหญ่ Sunlight ครับ เพราะซื้อสะดวก หอม ล้างมันออกดี ไม่ต้องบีบเยอะ กลิ่นเลมอนช่วยให้รู้สึกสดชื่นหลังวันเหนื่อย ๆ,4,482,ข้อความแสดงถึงความพึงพอใจต่อผลิตภัณฑ์ Sunlight โดยเฉพาะกลิ่นเลมอนที่ช่วยให้รู้สึกสดชื่นและสะดวกในการใช้งาน,,2025-12-12T19:28:06.963128,1
P21,กลิ่นหอม,Sensory,Mixed,0.75,High,เคยครับ แรงดี ล้างกล่องมัน ๆ ได้หมด แต่กลิ่นแรงไปนิด เวลาใช้ตอนกลางคืนในห้องเช่าเล็ก กลิ่นจะอบอยู่ในห้อง,6,484,ผู้ตอบมีความพึงพอใจในประสิทธิภาพของผลิตภัณฑ์ แต่มีข้อกังวลเกี่ยวกับความแรงของกลิ่นในพื้นที่จำกัด,,2025-12-12T19:28:06.963128,1
P21,กลิ่นหอม,Sensory,Positive,0.8,High,ราคากับกลิ่นครับ บางเดือนเงินไม่พอ ก็เลือกแบบรีฟิลใหญ่คุ้ม แต่ยังต้องหอมด้วย ล้างแล้วไม่มีกลิ่นค้างในกล่อง,8,486,ผู้ตอบแสดงความพึงพอใจต่อกลิ่นหอมและความคุ้มค่าของผลิตภัณฑ์ แม้จะมีข้อจำกัดด้านราคา แต่ยังคงให้ความสำคัญกับคุณภาพของกลิ่น,,2025-12-12T19:28:06.963128,1
P21,กลิ่นหอม,Sensory,Positive,0.9,High,หอมแบบสดชื่น สะอาด ไม่ฉุน กลิ่นเลมอนหรือมะกรูดโอเค ล้างเสร็จแล้วรู้สึกห้องสะอาดด้วย,14,492,"ข้อความแสดงถึงความรู้สึกที่ดีต่อกลิ่นหอมและความสะอาด โดยใช้คำบรรยายที่เป็นบวก เช่น 'สดชื่น', 'สะอาด', และ 'โอเค' ซึ่งบ่งบอกถึงความพึงพอใจ",,2025-12-12T19:28:06.963128,1
P21,กลิ่นหอม,Sensory,Mixed,0.75,High,LiponF เหมาะกับร้านอาหาร ของจริงจัง Sunlight เหมาะกับใช้ในบ้านหรือคนอยู่หอ กลิ่นดีกว่า แต่ล้างมันน้อยกว่า ถ้าได้รวมข้อดีสองอย่างเข้าด้วยกันจะดีมาก,18,496,ผู้ตอบมีความพึงพอใจต่อกลิ่นหอมของผลิตภัณฑ์ แต่ก็มีข้อกังวลเกี่ยวกับการล้างที่น้อยกว่า และแสดงความปรารถนาที่จะรวมข้อดีของทั้งสองผลิตภัณฑ์,,2025-12-12T19:28:06.963128,1
P21,กลิ่นหอม,Sensory,Positive,0.85,High,Sunlight ครับ เพราะหอม ล้างไว หาซื้อง่าย แต่ถ้ามีโปร LiponF ก็ซื้อไว้ล้างหม้อใหญ่ ใช้สลับกัน,20,498,ผู้ตอบแสดงความพึงพอใจต่อกลิ่นหอมและความสะดวกในการหาซื้อ รวมถึงการใช้ผลิตภัณฑ์ที่มีโปรโมชั่น,,2025-12-12T19:28:06.963128,1
P21,ล้างออกง่าย,Performance,Positive,0.9,High,ส่วนใหญ่ Sunlight ครับ เพราะซื้อสะดวก หอม ล้างมันออกดี ไม่ต้องบีบเยอะ กลิ่นเลมอนช่วยให้รู้สึกสดชื่นหลังวันเหนื่อย ๆ,4,482,ผู้ตอบแสดงความพึงพอใจต่อผลิตภัณฑ์ Sunlight โดยเน้นที่ความสะดวกในการใช้งาน กลิ่นหอม และประสิทธิภาพในการล้างออก ซึ่งทำให้รู้สึกสดชื่นหลังจากวันที่เหนื่อย,,2025-12-12T19:28:06.963128,20
P21,ล้างออกง่าย,Performance,Negative,0.9,High,มีครับ ไม่ชอบฟองเยอะ มันทำให้ล้างนาน อยากให้ล้างไว น้ำเดียวจบ เพราะตอนล้างส่วนใหญ่รีบ อยากพัก,12,490,ผู้ตอบแสดงความไม่พอใจต่อฟองที่มากเกินไป ซึ่งทำให้การล้างใช้เวลานาน และต้องการให้ล้างได้เร็วขึ้น,,2025-12-12T19:28:06.963128,20
P21,ล้างออกง่าย,Performance,Positive,0.9,High,ลองเลยครับ เพราะอยากได้แบบล้างจบไว ไม่เปลืองน้ำ ไม่เหนียวมือ,16,494,ข้อความแสดงถึงความพึงพอใจในการใช้งานที่ล้างออกง่ายและไม่เปลืองน้ำ ซึ่งเป็นคุณสมบัติที่ผู้พูดต้องการ,,2025-12-12T19:28:06.963128,20
P21,ราคา,Value,Positive,0.8,Medium,ราคากับกลิ่นครับ บางเดือนเงินไม่พอ ก็เลือกแบบรีฟิลใหญ่คุ้ม แต่ยังต้องหอมด้วย ล้างแล้วไม่มีกลิ่นค้างในกล่อง,8,486,ผู้ตอบแสดงความพึงพอใจต่อความคุ้มค่าและคุณภาพของผลิตภัณฑ์ โดยเน้นถึงการเลือกที่เหมาะสมในเรื่องราคาและกลิ่น,,2025-12-12T19:28:06.963128,18
P21,ราคา,Value,Positive,0.85,Medium,Sunlight ครับ เพราะหอม ล้างไว หาซื้อง่าย แต่ถ้ามีโปร LiponF ก็ซื้อไว้ล้างหม้อใหญ่ ใช้สลับกัน,20,498,ผู้ตอบแสดงความพึงพอใจต่อผลิตภัณฑ์ Sunlight โดยชื่นชมในเรื่องกลิ่น ความสะอาด และความสะดวกในการหาซื้อ นอกจากนี้ยังมีการพูดถึงโปรโมชันของ LiponF ที่ทำให้รู้สึกดีในการเลือกใช้ผลิตภัณฑ์,,2025-12-12T19:28:06.963128,18
P21,คุ้มค่า / ประหยัด,Value,Positive,0.9,High,ราคากับกลิ่นครับ บางเดือนเงินไม่พอ ก็เลือกแบบรีฟิลใหญ่คุ้ม แต่ยังต้องหอมด้วย ล้างแล้วไม่มีกลิ่นค้างในกล่อง,8,486,ข้อความแสดงถึงความพึงพอใจในเรื่องของความคุ้มค่าและกลิ่นที่หอม โดยมีการเลือกใช้ผลิตภัณฑ์ที่ประหยัดและยังคงคุณภาพ,,2025-12-12T19:28:06.963128,5
P21,คุ้มค่า / ประหยัด,Value,Positive,0.9,High,ลองเลยครับ เพราะอยากได้แบบล้างจบไว ไม่เปลืองน้ำ ไม่เหนียวมือ,16,494,ข้อความแสดงถึงความพึงพอใจในการใช้งานที่สะดวกและประหยัดน้ำ ซึ่งสอดคล้องกับบริบทของความคุ้มค่าและประหยัด,,2025-12-12T19:28:06.963128,5
P21,คุ้มค่า / ประหยัด,Value,Mixed,0.75,High,LiponF เหมาะกับร้านอาหาร ของจริงจัง Sunlight เหมาะกับใช้ในบ้านหรือคนอยู่หอ กลิ่นดีกว่า แต่ล้างมันน้อยกว่า ถ้าได้รวมข้อดีสองอย่างเข้าด้วยกันจะดีมาก,18,496,ข้อความมีทั้งการชื่นชมในข้อดีของผลิตภัณฑ์แต่ก็มีการเปรียบเทียบที่แสดงถึงข้อด้อย ทำให้ความรู้สึกโดยรวมเป็นแบบผสม,,2025-12-12T19:28:06.963128,5
P21,มือไม่แห้ง / อ่อนโยนต่อมือ,User Experience,Neutral,0.75,Medium,มีบ้างครับ แต่ไม่เยอะ เพราะใส่ถุงมือเวลาล้าง แต่อยากได้สูตรที่ไม่ทำให้ตึงมือ บางทีล้างเสร็จแล้วต้องออกไปขี่ต่อช่วงกลางคืนอีก,10,488,ข้อความแสดงถึงความต้องการในการดูแลมือโดยไม่ทำให้รู้สึกตึง แต่ไม่มีการแสดงความรู้สึกที่ชัดเจนทั้งในทางบวกหรือลบ,,2025-12-12T19:28:06.963128,17
P21,มือไม่แห้ง / อ่อนโยนต่อมือ,Comfort,Positive,0.8,Medium,ลองเลยครับ เพราะอยากได้แบบล้างจบไว ไม่เปลืองน้ำ ไม่เหนียวมือ,16,494,ข้อความแสดงถึงความต้องการและความพึงพอใจในการใช้ผลิตภัณฑ์ที่มีคุณสมบัติที่ตอบโจทย์ เช่น ล้างจบไวและไม่เปลืองน้ำ ซึ่งบ่งบอกถึงความพอใจในประสิทธิภาพ,,2025-12-12T19:28:06.963128,17
P21,ฟอง,Performance,Negative,0.9,Medium,มีครับ ไม่ชอบฟองเยอะ มันทำให้ล้างนาน อยากให้ล้างไว น้ำเดียวจบ เพราะตอนล้างส่วนใหญ่รีบ อยากพัก,12,490,ผู้ตอบแสดงความไม่พอใจต่อฟองที่เยอะ ซึ่งทำให้การล้างนานและไม่สะดวกในเวลาที่รีบ,,2025-12-12T19:28:06.963128,13
P21,สะอาด,Effectiveness,Positive,0.9,Medium,หอมแบบสดชื่น สะอาด ไม่ฉุน กลิ่นเลมอนหรือมะกรูดโอเค ล้างเสร็จแล้วรู้สึกห้องสะอาดด้วย,14,492,ข้อความแสดงถึงความรู้สึกดีเกี่ยวกับกลิ่นที่สดชื่นและความสะอาดของห้อง ซึ่งผู้พูดรู้สึกพอใจและมีความสุขกับผลลัพธ์หลังการล้าง,,2025-12-12T19:28:06.963128,24
P22,กลิ่นหอม,Sensory,Positive,0.9,High,ใช้ Sunlight ค่ะ สูตรเลมอนธรรมชาติ ซื้อจาก 7-11 เพราะหาซื้อง่าย แล้วกลิ่นหอม สดชื่นดี,2,500,ข้อความแสดงถึงความพึงพอใจในกลิ่นหอมและความสะดวกในการหาซื้อผลิตภัณฑ์,,2025-12-12T19:29:26.182394,1
P22,กลิ่นหอม,Sensory,Positive,0.9,High,เพราะมันไม่แรงเกินไป ฟองไม่เยอะมาก ล้างง่ายในอ่างเล็ก ๆ ที่หอ แล้วกลิ่นมันหอมแบบสะอาด ล้างเสร็จแล้วห้องไม่มีกลิ่นอับ,4,502,ข้อความแสดงถึงความพึงพอใจต่อกลิ่นหอมที่ไม่แรงเกินไป และการใช้งานที่สะดวกสบาย ทำให้ห้องไม่มีกลิ่นอับ,,2025-12-12T19:29:26.182394,1
P22,กลิ่นหอม,Sensory,Mixed,0.75,High,เคยตอนอยู่บ้านค่ะ ล้างมันดีมาก แต่ที่หอมันแรงไป กลิ่นอบในห้อง ล้างแล้วต้องเปิดพัดลมเลย (หัวเราะ),6,504,ผู้ตอบมีความพึงพอใจต่อการล้างและความสะอาด แต่ก็มีความรู้สึกไม่พอใจเกี่ยวกับกลิ่นที่แรงเกินไป,,2025-12-12T19:29:26.182394,1
P22,กลิ่นหอม,Sensory,Positive,0.9,High,เหนื่อยค่ะ แต่ชอบกลิ่นตอนล้าง มันช่วยให้รู้สึกผ่อนคลาย กลิ่นเลมอนแบบเย็น ๆ ทำให้ห้องรู้สึกสะอาดขึ้น,10,508,ผู้ตอบแสดงความรู้สึกผ่อนคลายและพึงพอใจต่อกลิ่นเลมอนที่ช่วยทำให้ห้องรู้สึกสะอาด,,2025-12-12T19:29:26.182394,1
P22,กลิ่นหอม,Sensory,Negative,0.9,High,ใช่ค่ะ ถ้ากลิ่นไม่ดีจะรู้สึกไม่อยากล้าง กลิ่นแรงหรือเคมีจะรู้สึกเวียนหัว,12,510,ผู้ตอบแสดงความไม่พอใจต่อกลิ่นที่ไม่ดีและผลกระทบที่เกิดขึ้น เช่น เวียนหัว,,2025-12-12T19:29:26.182394,1
P22,กลิ่นหอม,Sensory,Positive,0.9,High,ลองแน่นอนเลยค่ะ เหมาะกับชีวิตเด็กหอสุด ๆ เลย อยากได้กลิ่นแบบ lavender หรือ green tea ด้วยซ้ำ (หัวเราะ),16,514,ผู้ตอบแสดงความสนใจและความพึงพอใจต่อกลิ่นหอมที่ต้องการ รวมถึงการใช้คำว่า 'ลองแน่นอนเลย' และการหัวเราะที่แสดงถึงความรู้สึกดี ๆ,,2025-12-12T19:29:26.182394,1
P22,กลิ่นหอม,Sensory,Positive,0.8,High,Sunlight = หอม สดชื่น ใช้ง่ายในหอ LiponF = เข้มข้น ของแม่บ้านที่บ้าน ล้างมันดีแต่แรงไปสำหรับพื้นที่เล็ก,18,516,ข้อความแสดงถึงความพึงพอใจต่อกลิ่นหอมและความสดชื่นของผลิตภัณฑ์ แม้ว่าจะมีข้อสังเกตเกี่ยวกับความเข้มข้น แต่โดยรวมยังคงมีความรู้สึกเชิงบวก,,2025-12-12T19:29:26.182394,1
P22,กลิ่นหอม,Sensory,Positive,0.9,High,Sunlight ค่ะ หอม ล้างง่าย ไม่ฟองเยอะ หาซื้อง่ายด้วย,20,518,ข้อความแสดงถึงความพึงพอใจในกลิ่นหอมและความสะดวกในการใช้งาน โดยไม่มีข้อเสียหรือความไม่พอใจที่ระบุ,,2025-12-12T19:29:26.182394,1
P22,คุ้มค่า / ประหยัด,Value,Positive,0.9,Medium,ใช้ Sunlight ค่ะ สูตรเลมอนธรรมชาติ ซื้อจาก 7-11 เพราะหาซื้อง่าย แล้วกลิ่นหอม สดชื่นดี,2,500,ผู้ตอบแสดงความพึงพอใจต่อผลิตภัณฑ์ Sunlight โดยเน้นที่กลิ่นหอมและความสะดวกในการหาซื้อ ซึ่งสื่อถึงความคุ้มค่าและความประหยัดในการใช้งาน,,2025-12-12T19:29:26.182394,5
P22,คุ้มค่า / ประหยัด,Value,Positive,0.9,Medium,ขนาดขวดค่ะ ต้องเล็กพอดีอ่างหรือตู้ในหอ แล้วก็ราคาไม่แพง พวก refill pack ใช้สะดวกมากเพราะประหยัดพื้นที่,14,512,ข้อความแสดงถึงความพึงพอใจในขนาดและราคา รวมถึงความสะดวกในการใช้งานที่ช่วยประหยัดพื้นที่,,2025-12-12T19:29:26.182394,5
P22,สิ่งแวดล้อม,Environmental,Positive,0.9,Medium,ใช้ Sunlight ค่ะ สูตรเลมอนธรรมชาติ ซื้อจาก 7-11 เพราะหาซื้อง่าย แล้วกลิ่นหอม สดชื่นดี,2,500,ข้อความแสดงถึงความพึงพอใจในการใช้ผลิตภัณฑ์ Sunlight โดยเน้นที่กลิ่นหอมและความสะดวกในการหาซื้อ,,2025-12-12T19:29:26.182394,25
P22,ล้างออกง่าย,Performance,Positive,0.9,High,เพราะมันไม่แรงเกินไป ฟองไม่เยอะมาก ล้างง่ายในอ่างเล็ก ๆ ที่หอ แล้วกลิ่นมันหอมแบบสะอาด ล้างเสร็จแล้วห้องไม่มีกลิ่นอับ,4,502,ข้อความแสดงถึงความพึงพอใจในการใช้งาน โดยระบุว่าล้างออกง่าย ฟองไม่เยอะ และมีกลิ่นหอมสะอาด ซึ่งทั้งหมดนี้เป็นลักษณะที่ดีในการใช้ผลิตภัณฑ์,,2025-12-12T19:29:26.182394,20
P22,ล้างออกง่าย,Performance,Negative,0.9,High,ค่ะ เพราะอ่างมันเล็กมาก ต้องวางจานซ้อน ๆ แล้วล้างทีละใบ ถ้าน้ำยาฟองเยอะจะล้างยากมาก ใช้น้ำเยอะกว่าจะหมดฟอง,8,506,ข้อความแสดงถึงความไม่สะดวกในการล้างจาน เนื่องจากอ่างเล็กและน้ำยาฟองเยอะ ทำให้ล้างยากและใช้น้ำมาก,,2025-12-12T19:29:26.182394,20
P22,ล้างออกง่าย,Usability,Mixed,0.75,High,Sunlight = หอม สดชื่น ใช้ง่ายในหอ LiponF = เข้มข้น ของแม่บ้านที่บ้าน ล้างมันดีแต่แรงไปสำหรับพื้นที่เล็ก,18,516,ผู้ตอบมีความพึงพอใจต่อกลิ่นและการใช้งาน แต่มีข้อกังวลเกี่ยวกับความเข้มข้นที่อาจแรงเกินไปสำหรับพื้นที่เล็ก,,2025-12-12T19:29:26.182394,20
P22,ล้างออกง่าย,Performance,Positive,0.9,High,Sunlight ค่ะ หอม ล้างง่าย ไม่ฟองเยอะ หาซื้อง่ายด้วย,20,518,ข้อความแสดงถึงความพึงพอใจในผลิตภัณฑ์ โดยเน้นที่กลิ่นหอมและการล้างออกง่าย ซึ่งเป็นคุณสมบัติที่ดี,,2025-12-12T19:29:26.182394,20
P22,ฟอง,Performance,Positive,0.9,High,เพราะมันไม่แรงเกินไป ฟองไม่เยอะมาก ล้างง่ายในอ่างเล็ก ๆ ที่หอ แล้วกลิ่นมันหอมแบบสะอาด ล้างเสร็จแล้วห้องไม่มีกลิ่นอับ,4,502,"ข้อความแสดงถึงความพึงพอใจในคุณสมบัติของฟอง เช่น ไม่แรงเกินไป, ล้างง่าย, และมีกลิ่นหอมสะอาด ซึ่งบ่งบอกถึงประสบการณ์ที่ดี",,2025-12-12T19:29:26.182394,13
P22,ฟอง,Performance,Negative,0.9,High,ค่ะ เพราะอ่างมันเล็กมาก ต้องวางจานซ้อน ๆ แล้วล้างทีละใบ ถ้าน้ำยาฟองเยอะจะล้างยากมาก ใช้น้ำเยอะกว่าจะหมดฟอง,8,506,ผู้ตอบแสดงความไม่พอใจเกี่ยวกับการล้างจานที่ลำบากและการใช้ฟองน้ำยาที่ทำให้ล้างยาก,,2025-12-12T19:29:26.182394,13
P22,ฟอง,Performance,Positive,0.9,High,Sunlight ค่ะ หอม ล้างง่าย ไม่ฟองเยอะ หาซื้อง่ายด้วย,20,518,ข้อความแสดงความพึงพอใจต่อผลิตภัณฑ์ โดยระบุว่ามีกลิ่นหอม ล้างง่าย และหาซื้อง่าย ซึ่งเป็นคุณสมบัติที่ดี,,2025-12-12T19:29:26.182394,13
P22,ขจัดคราบมัน,Performance,Mixed,0.75,Medium,เคยตอนอยู่บ้านค่ะ ล้างมันดีมาก แต่ที่หอมันแรงไป กลิ่นอบในห้อง ล้างแล้วต้องเปิดพัดลมเลย (หัวเราะ),6,504,ผู้ตอบมีความพึงพอใจในการล้างคราบมัน แต่ก็มีข้อกังวลเกี่ยวกับกลิ่นที่แรง ซึ่งทำให้ความรู้สึกโดยรวมมีทั้งบวกและลบ,,2025-12-12T19:29:26.182394,2
P22,ขจัดคราบมัน,Performance,Mixed,0.75,Medium,Sunlight = หอม สดชื่น ใช้ง่ายในหอ LiponF = เข้มข้น ของแม่บ้านที่บ้าน ล้างมันดีแต่แรงไปสำหรับพื้นที่เล็ก,18,516,ข้อความมีความรู้สึกเชิงบวกเกี่ยวกับกลิ่นและการใช้งาน แต่มีข้อกังวลเกี่ยวกับความแรงของผลิตภัณฑ์ในพื้นที่เล็ก,,2025-12-12T19:29:26.182394,2
P22,ความรู้สึกผ่อนคลาย,Emotional,Positive,0.9,Medium,เหนื่อยค่ะ แต่ชอบกลิ่นตอนล้าง มันช่วยให้รู้สึกผ่อนคลาย กลิ่นเลมอนแบบเย็น ๆ ทำให้ห้องรู้สึกสะอาดขึ้น,10,508,ผู้ตอบแสดงความรู้สึกผ่อนคลายและพึงพอใจกับกลิ่นเลมอนที่ทำให้ห้องรู้สึกสะอาด แม้จะมีความเหนื่อย แต่ก็มีความรู้สึกดีต่อกลิ่นที่ช่วยให้รู้สึกดีขึ้น,,2025-12-12T19:29:26.182394,4
P22,ทำให้ห้องรู้สึกสะอาดขึ้น,Aesthetic,Positive,0.85,Medium,เหนื่อยค่ะ แต่ชอบกลิ่นตอนล้าง มันช่วยให้รู้สึกผ่อนคลาย กลิ่นเลมอนแบบเย็น ๆ ทำให้ห้องรู้สึกสะอาดขึ้น,10,508,ผู้ตอบแสดงความพึงพอใจต่อกลิ่นที่ช่วยให้รู้สึกผ่อนคลายและทำให้ห้องรู้สึกสะอาดขึ้น แม้จะมีความเหนื่อย แต่ยังคงมีความชอบในประสบการณ์นี้,,2025-12-12T19:29:26.182394,7
P22,ปลอดภัย / ไม่มีสารตกค้าง,Safety,Negative,0.9,Medium,ใช่ค่ะ ถ้ากลิ่นไม่ดีจะรู้สึกไม่อยากล้าง กลิ่นแรงหรือเคมีจะรู้สึกเวียนหัว,12,510,ผู้ตอบแสดงความรู้สึกไม่ดีเกี่ยวกับกลิ่นที่แรงหรือเคมี ซึ่งทำให้รู้สึกเวียนหัว แสดงถึงความไม่พอใจและความไม่สบายใจ,,2025-12-12T19:29:26.182394,11
P22,ราคา,Value,Positive,0.9,Medium,ขนาดขวดค่ะ ต้องเล็กพอดีอ่างหรือตู้ในหอ แล้วก็ราคาไม่แพง พวก refill pack ใช้สะดวกมากเพราะประหยัดพื้นที่,14,512,ผู้ตอบแสดงความพึงพอใจต่อขนาดและราคา รวมถึงความสะดวกในการใช้งานของ refill pack ที่ช่วยประหยัดพื้นที่,,2025-12-12T19:29:26.182394,18
P22,แพ็กเกจ / ขวด / ดีไซน์,Design,Positive,0.9,Medium,ขนาดขวดค่ะ ต้องเล็กพอดีอ่างหรือตู้ในหอ แล้วก็ราคาไม่แพง พวก refill pack ใช้สะดวกมากเพราะประหยัดพื้นที่,14,512,ผู้ตอบแสดงความพึงพอใจต่อขนาดและความสะดวกในการใช้ของแพ็กเกจ รวมถึงราคาไม่แพง ซึ่งเป็นปัจจัยที่ทำให้รู้สึกดีต่อผลิตภัณฑ์,,2025-12-12T19:29:26.182394,31
P22,มือไม่แห้ง / อ่อนโยนต่อมือ,Gentleness,Mixed,0.75,Medium,Sunlight = หอม สดชื่น ใช้ง่ายในหอ LiponF = เข้มข้น ของแม่บ้านที่บ้าน ล้างมันดีแต่แรงไปสำหรับพื้นที่เล็ก,18,516,ข้อความมีทั้งความชื่นชอบในกลิ่นและความสดชื่น แต่ก็มีการบ่นเกี่ยวกับความแรงของผลิตภัณฑ์ในพื้นที่เล็ก,,2025-12-12T19:29:26.182394,17
P22,หาซื้อง่าย,Accessibility,Positive,0.9,Medium,Sunlight ค่ะ หอม ล้างง่าย ไม่ฟองเยอะ หาซื้อง่ายด้วย,20,518,ข้อความแสดงถึงความพึงพอใจในผลิตภัณฑ์ โดยระบุว่ามีกลิ่นหอม ล้างง่าย และหาซื้อง่าย ซึ่งเป็นคุณสมบัติที่ดี,,2025-12-12T19:29:26.182394,26
P23,กลิ่นหอม,Sensory,Positive,0.9,High,ใช้ Sunlight มาตลอดเลยลูก ตั้งแต่รุ่นเก่าจนตอนนี้ เปลี่ยนแค่สูตร กลิ่นมะนาว ใช้แล้วคุ้นมือดี,2,520,ผู้ตอบแสดงความพึงพอใจในการใช้ผลิตภัณฑ์ Sunlight มาตลอด และรู้สึกคุ้นเคยกับกลิ่นมะนาวที่เปลี่ยนแปลงไป,,2025-12-12T19:30:59.363954,1
P23,กลิ่นหอม,Sensory,Positive,0.9,High,เพราะมันล้างง่าย ไม่เหนียวมือ กลิ่นไม่ฉุน แล้วก็มีขายทั่วไป ไปตลาดร้านไหนก็มี ไม่ต้องหายี่ห้ออื่น,4,522,ข้อความแสดงถึงความพึงพอใจในคุณสมบัติของผลิตภัณฑ์ เช่น ล้างง่าย ไม่เหนียวมือ และกลิ่นที่ไม่ฉุน รวมถึงการเข้าถึงที่สะดวก,,2025-12-12T19:30:59.363954,1
P23,กลิ่นหอม,Sensory,Neutral,0.75,High,อยากได้แบบกลิ่นไม่แรง ล้างออกง่าย ไม่ลื่นมือ เวลาแก่แล้วแรงไม่เยอะ ถ้าขวดบีบแข็งหรือฝาแน่นเกินก็เปิดไม่ออก,10,528,ข้อความแสดงความต้องการและข้อเสนอแนะเกี่ยวกับผลิตภัณฑ์ โดยไม่มีอารมณ์เชิงบวกหรือเชิงลบที่ชัดเจน,,2025-12-12T19:30:59.363954,1
P23,กลิ่นหอม,Sensory,Positive,0.85,High,มั่นใจดีจ้ะ ใช้มานานเหมือนเพื่อนเก่า ล้างแล้วจานเงา ไม่มีกลิ่นติด ใช้แล้วรู้สึกสะอาดแบบไม่ต้องคิดเยอะ,14,532,ผู้ตอบแสดงความพึงพอใจต่อกลิ่นและความสะอาด โดยใช้คำว่า 'มั่นใจดีจ้ะ' และ 'รู้สึกสะอาดแบบไม่ต้องคิดเยอะ' ซึ่งบ่งบอกถึงความพึงพอใจในผลิตภัณฑ์,,2025-12-12T19:30:59.363954,1
P23,กลิ่นหอม,Sensory,Positive,0.9,High,LiponF ล้างมันกว่า เหมาะกับร้านอาหาร Sunlight เหมาะกับบ้าน ใช้ง่าย กลิ่นหอมพอดี ไม่ฉุน,18,536,ข้อความแสดงถึงความพึงพอใจในผลิตภัณฑ์ โดยเฉพาะในเรื่องของกลิ่นหอมและการใช้งานที่สะดวก,,2025-12-12T19:30:59.363954,1
P23,กลิ่นหอม,Sensory,Positive,0.9,High,Sunlight จ้ะ เพราะกลิ่นไม่แรง ใช้ได้นาน ไม่ต้องเปลี่ยนยี่ห้อบ่อย,20,538,ข้อความแสดงถึงความพึงพอใจต่อกลิ่นที่ไม่แรงและความสะดวกในการใช้งาน ไม่ต้องเปลี่ยนยี่ห้อบ่อย,,2025-12-12T19:30:59.363954,1
P23,มือไม่แห้ง / อ่อนโยนต่อมือ,Gentleness,Positive,0.9,High,ใช้ Sunlight มาตลอดเลยลูก ตั้งแต่รุ่นเก่าจนตอนนี้ เปลี่ยนแค่สูตร กลิ่นมะนาว ใช้แล้วคุ้นมือดี,2,520,ผู้ตอบแสดงความพึงพอใจในการใช้ผลิตภัณฑ์ Sunlight ตั้งแต่รุ่นเก่าจนถึงรุ่นใหม่ โดยระบุว่ากลิ่นมะนาวทำให้รู้สึกคุ้นเคยและดีต่อมือ,,2025-12-12T19:30:59.363954,17
P23,มือไม่แห้ง / อ่อนโยนต่อมือ,Gentle on Hands,Positive,0.9,High,เพราะมันล้างง่าย ไม่เหนียวมือ กลิ่นไม่ฉุน แล้วก็มีขายทั่วไป ไปตลาดร้านไหนก็มี ไม่ต้องหายี่ห้ออื่น,4,522,ข้อความแสดงถึงความพึงพอใจในคุณสมบัติของผลิตภัณฑ์ เช่น ล้างง่าย ไม่เหนียวมือ และหาซื้อได้ง่าย ซึ่งสะท้อนถึงประสบการณ์ที่ดี,,2025-12-12T19:30:59.363954,17
P23,มือไม่แห้ง / อ่อนโยนต่อมือ,User Experience,Mixed,0.75,High,เคยจ้ะ ล้างมันดีมาก แต่แรงไปหน่อย มือแห้ง แล้วพื้นมันจะลื่น ๆ เวลาหยดน้ำยาเยอะเกินไป,6,524,ผู้ตอบมีความพึงพอใจในคุณภาพการล้าง แต่มีข้อกังวลเกี่ยวกับความแรงของผลิตภัณฑ์ที่ทำให้มือแห้งและพื้นลื่น ซึ่งแสดงถึงความรู้สึกที่ผสมผสานกันระหว่างบวกและลบ,,2025-12-12T19:30:59.363954,17
