transcript_id,interview_id,turn_number,speaker,text,timestamp_seconds,language,created_at
422,P18,4,Respondent,มันล้างมันออกง่าย เข้มข้น ใช้แค่นิดเดียวก็สะอาด บางทีน้ำมันหมูติดแน่น ก็ยังออก,,th,2025-12-12T19:23:23.460738
423,P18,5,Interviewer,เคยลอง Sunlight ไหมคะ?,,th,2025-12-12T19:23:31.289342
424,P18,6,Respondent,เคยค่ะ กลิ่นหอมดี แต่ต้องบีบเยอะ เลยเปลืองกว่า รู้สึกมันเหมาะกับบ้านมากกว่า ไม่เหมาะกับงานตลาดที่ต้องล้างของมันจัด,,th,2025-12-12T19:23:31.289342
425,P18,7,Interviewer,พี่ล้างของช่วงไหนของวันคะ?,,th,2025-12-12T19:23:38.416414
426,P18,8,Respondent,หลังขายเสร็จ ประมาณ 10 โมงเช้า ต้องล้างไว เพราะจะได้พัก แล้วเตรียมของวันต่อไป ถ้าล้างช้า เสียเวลาเยอะ,,th,2025-12-12T19:23:38.416414
427,P18,9,Interviewer,แล้วฟองมีผลกับพี่ไหม?,,th,2025-12-12T19:23:45.774554
428,P18,10,Respondent,มีค่ะ ไม่ชอบฟองเยอะ เพราะต้องใช้น้ำเยอะล้างออก ตลาดน้ำไม่แรง ต้องประหยัดน้ำไว้,,th,2025-12-12T19:23:45.774554
429,P18,11,Interviewer,แล้วกลิ่นล่ะคะ มีผลไหม?,,th,2025-12-12T19:23:57.103983
430,P18,12,Respondent,อยากได้กลิ่นสะอาด ไม่แรง เพราะล้างในที่เปิด บางทีลมพัดเข้าหน้าร้าน ถ้ากลิ่นแรง กลิ่นหมูกับกลิ่นน้ำยาปนกัน ไม่ดีเลย,,th,2025-12-12T19:23:57.103983
431,P18,13,Interviewer,เคยมีปัญหามือแห้งไหมคะ?,,th,2025-12-12T19:24:00.637967
432,P18,14,Respondent,มีค่ะ แต่ชินแล้ว เพราะล้างทุกวัน ใส่ถุงมือบ้างไม่ใส่บ้าง แต่ไม่ซีเรียส ขอให้ล้างมันออกเร็วก็พอ,,th,2025-12-12T19:24:00.637967
433,P18,15,Interviewer,ถ้ามีสูตรที่บอกว่า “ล้างมันไวขึ้น 30% ฟองน้อย ประหยัดน้ำ” พี่สนใจไหมคะ?,,th,2025-12-12T19:24:08.699769
434,P18,16,Respondent,สนใจมากเลยค่ะ เพราะทุกนาทีคือเวลาเตรียมของ ถ้าล้างไวขึ้นได้ ดีเลย,,th,2025-12-12T19:24:08.699769
435,P18,17,Interviewer,แล้วเรื่องราคา พี่ดูยังไงเวลาซื้อ?,,th,2025-12-12T19:24:16.875860
436,P18,18,Respondent,ต้องคุ้ม ดูโปรลดราคาที่ Makro หรือ ร้านส่ง บางทีซื้อ 2 แกลลอนขึ้นไปได้ของแถม คือล้างทุกวัน ของหมดเร็วมาก,,th,2025-12-12T19:24:16.875860
437,P18,19,Interviewer,แล้วพี่มองว่า LiponF กับ Sunlight ต่างกันยังไงคะ?,,th,2025-12-12T19:24:23.701903
438,P18,20,Respondent,LiponF คือของร้านค้า ของตลาด ล้างมันดี Sunlight คือของบ้าน กลิ่นหอมแต่เบา ไม่คุ้มสำหรับงานเรา,,th,2025-12-12T19:24:23.701903
439,P18,21,Interviewer,ถ้ามีเพื่อนแม่ค้าถามว่า “ยี่ห้อไหนดีสุดสำหรับร้านอาหาร?” พี่จะตอบว่าอะไรคะ?,,th,2025-12-12T19:24:32.239943
440,P18,22,Respondent,LiponF แน่นอนค่ะ คุ้ม เข้มข้น ฟองน้อย ล้างไว เหมาะกับคนทำงานจริงๆ,,th,2025-12-12T19:24:32.239943
441,P19,1,Interviewer,ปกติคุณใช้ยี่ห้อน้ำยาล้างจานอะไรอยู่คะ?,,th,2025-12-12T19:24:43.428154
442,P19,2,Respondent,ใช้ Sunlight ค่ะ แต่เป็นสูตร Natural Lemon หรือบางทีก็ใช้แบรนด์ญี่ปุ่นที่กลิ่นหอมอ่อน ๆ พวก Muji หรือแบรนด์ Organic จากซูเปอร์พรีเมียมค่ะ,,th,2025-12-12T19:24:43.428154
443,P19,3,Interviewer,ทำไมถึงเลือกแบรนด์พวกนี้คะ?,,th,2025-12-12T19:24:49.079501
444,P19,4,Respondent,เพราะกลิ่นต้องดี ขวดต้องดูสะอาดตา วางไว้ในครัวแล้วไม่ขัดกับบรรยากาศ ส่วนประสิทธิภาพก็ต้องล้างง่าย ไม่เหนียว ไม่เหลือกลิ่นบนจาน,,th,2025-12-12T19:24:49.079501
445,P19,5,Interviewer,แล้วเคยลอง LiponF ไหมคะ?,,th,2025-12-12T19:24:56.647407
446,P19,6,Respondent,เคยตอนอยู่บ้านที่ต่างจังหวัดค่ะ ล้างมันดีมาก แต่กลิ่นแรง แล้วขวดดูบ้าน ๆ ไปหน่อย ตอนนี้อยากได้ของที่เข้ากับครัวสไตล์มินิมอลของคอนโดมากกว่า,,th,2025-12-12T19:24:56.647407
447,P19,7,Interviewer,แล้วเวลาซื้อ เลือกจากอะไรเป็นหลักคะ?,,th,2025-12-12T19:25:01.889244
448,P19,8,Respondent,กลิ่นและดีไซน์ค่ะ จริง ๆ ถ้าล้างดีเหมือนกันแต่ขวดสวยกว่า ฉันเลือกขวดสวยก่อนเลย (หัวเราะ) เพราะในคอนโดเล็ก ๆ ทุกอย่างต้องดูเรียบร้อย,,th,2025-12-12T19:25:01.889244
449,P19,9,Interviewer,มีความรู้สึกยังไงกับ Sunlight คะ?,,th,2025-12-12T19:25:06.907229
450,P19,10,Respondent,รู้สึกว่าเป็นแบรนด์ที่ไว้ใจได้ มีหลายสูตรให้เลือก กลิ่นหอมสะอาด แต่ยังอยากให้มีเวอร์ชันที่ดีไซน์เรียบหรูขึ้น เหมือนแบรนด์ญี่ปุ่นหรือเกาหลีที่เน้นแพ็กเกจสวย,,th,2025-12-12T19:25:06.907229
451,P19,11,Interviewer,แล้วคุณล้างจานบ่อยไหมคะ?,,th,2025-12-12T19:25:12.390981
452,P19,12,Respondent,ไม่เยอะค่ะ ส่วนใหญ่ตอนเย็นหลังทำอาหารเล็กน้อยกับแฟน แค่จานสองสามใบ แต่ชอบล้างเอง เพราะรู้สึกสะอาดกว่าเครื่องล้างจาน,,th,2025-12-12T19:25:12.390981
453,P19,13,Interviewer,ฟองเยอะมีผลไหมคะ?,,th,2025-12-12T19:25:17.333843
454,P19,14,Respondent,ถ้าฟองเยอะเกินไปจะรู้สึกว่าล้างไม่สะอาด ต้องใช้น้ำเยอะ ล้างออกยาก ชอบสูตรที่ฟองพอดี ๆ ล้างจบในครั้งเดียว,,th,2025-12-12T19:25:17.333843
455,P19,15,Interviewer,แล้วคุณให้ความสำคัญกับกลิ่นแบบไหน?,,th,2025-12-12T19:25:22.537103
456,P19,16,Respondent,ชอบกลิ่นสะอาดแต่ sophisticated เช่น กลิ่น Citrus เบา ๆ หรือกลิ่น Herb แบบ Natural ไม่ใช่กลิ่นเคมีหรือหวานแบบผลไม้เด็ก ๆ,,th,2025-12-12T19:25:22.537103
457,P19,17,Interviewer,ถ้ามีแบรนด์ออกสูตร “Luxury Kitchen Clean” ขวดมินิมอล กลิ่นธรรมชาติ และส่วนผสมพรีเมียม คุณจะลองไหม?,,th,2025-12-12T19:25:27.774478
458,P19,18,Respondent,ลองแน่นอนค่ะ เพราะตอนนี้ยังไม่มีแบรนด์ไทยไหนทำให้รู้สึกว่าเป็นของพรีเมียมจริง ๆ น้ำยาล้างจานมันดู low involvement ไปหน่อย ทั้งที่มันอยู่ในทุกบ้าน,,th,2025-12-12T19:25:27.774478
459,P19,19,Interviewer,ถ้ามีเพื่อนที่อยู่คอนโดถามว่า “ยี่ห้อไหนดีดูดีวางในครัวได้?” คุณจะตอบว่าอะไรคะ?,,th,2025-12-12T19:25:35.472503
460,P19,20,Respondent,Sunlight สูตรธรรมชาติ หรือไม่ก็แนะนำให้เทใส่ขวดใสเรียบ ๆ ไปเลยค่ะ ดูเรียบสะอาด ใช้ไปก็รู้สึกดีขึ้นเยอะ,,th,2025-12-12T19:25:35.472503
461,P20,1,Interviewer,ที่โรงเรียนใช้ยี่ห้อน้ำยาล้างจานอะไรอยู่คะ?,,th,2025-12-12T19:25:42.149170
462,P20,2,Respondent,ใช้ LiponF ค่ะ ซื้อแบบแกลลอน เพราะต้องใช้เยอะมาก ล้างถาดเด็กทุกวัน วันละหลายรอบ,,th,2025-12-12T19:25:42.149170
463,P20,3,Interviewer,ทำไมถึงเลือก LiponF คะ?,,th,2025-12-12T19:25:48.371856
464,P20,4,Respondent,ล้างดี สะอาด คราบอาหารมัน ออกหมด โดยไม่ต้องขัดเยอะ เวลาเด็กกินของทอดเยอะๆ ล้างแป๊บเดียวก็สะอาด คุ้มกับปริมาณค่ะ,,th,2025-12-12T19:25:48.371856
465,P20,5,Interviewer,เคยลอง Sunlight ไหมคะ?,,th,2025-12-12T19:25:56.544782
466,P20,6,Respondent,เคยค่ะ กลิ่นหอมดี แต่ฟองเยอะ ต้องใช้น้ำเยอะล้างออก ในโรงเรียนต้องประหยัดน้ำ แล้วแม่บ้านบางคนมือแพ้ง่าย บอกว่าแรงไปหน่อย,,th,2025-12-12T19:25:56.544782
467,P20,7,Interviewer,เวลาล้างจานนักเรียนต้องคำนึงเรื่องอะไรบ้างคะ?,,th,2025-12-12T19:26:06.872709
468,P20,8,Respondent,ต้องแน่ใจว่าสะอาด ไม่เหลือกลิ่นหรือคราบมัน เพราะเด็กบางคนแพ้ง่าย ต้องระวังสารตกค้าง เลยใช้น้ำเยอะหน่อยตอนล้างสุดท้าย,,th,2025-12-12T19:26:06.872709
469,P20,9,Interviewer,แล้วมีกลิ่นมีผลไหมคะ?,,th,2025-12-12T19:26:15.602127
470,P20,10,Respondent,มีค่ะ ไม่อยากให้กลิ่นแรง กลัวเด็กบ่นว่าจานมีกลิ่นสบู่ อยากได้กลิ่นอ่อนๆ สะอาดแบบธรรมชาติ,,th,2025-12-12T19:26:15.602127
471,P20,11,Interviewer,แล้วเรื่องมือระคายเคืองล่ะคะ?,,th,2025-12-12T19:26:20.889353
472,P20,12,Respondent,แม่บ้านบางคนมีปัญหามือแตก เลยต้องใส่ถุงมือ อยากได้สูตรที่อ่อนโยนกว่านี้ เพราะต้องล้างทั้งวัน,,th,2025-12-12T19:26:20.889353
473,P20,13,Interviewer,ถ้ามีแบรนด์ออกสูตร “ล้างสะอาด ปลอดภัยสำหรับเด็ก อ่อนโยนต่อมือ” จะสนใจไหมคะ?,,th,2025-12-12T19:26:26.582526
474,P20,14,Respondent,สนใจมากค่ะ เพราะตอนนี้ยังต้องแบ่งใช้ LiponF สำหรับจานมัน กับ Sunlight สูตรอ่อนโยน สำหรับของเด็กเล็ก อยากได้ตัวเดียวจบ,,th,2025-12-12T19:26:26.582526
475,P20,15,Interviewer,แล้วพี่มองภาพของแต่ละแบรนด์ยังไงคะ?,,th,2025-12-12T19:26:35.831550
476,P20,16,Respondent,LiponF คือ ของจริงจัง ล้างมัน เหมาะกับครัวใหญ่ Sunlight คือ ของบ้าน กลิ่นดี แต่ยังไม่ค่อยมั่นใจเรื่องสารตกค้าง เวลาใช้กับของเด็ก,,th,2025-12-12T19:26:35.831550
477,P20,17,Interviewer,ถ้ามีเพื่อนครูถามว่า “โรงเรียนใช้ยี่ห้อไหนดี?” จะตอบว่าอะไรคะ?,,th,2025-12-12T19:26:43.349710
478,P20,18,Respondent,LiponF ก่อนค่ะ แต่ถ้ามีสูตรที่ระบุว่า ปลอดภัยกับเด็ก และอ่อนโยนกับมือ จะเปลี่ยนทันที,,th,2025-12-12T19:26:43.349710
479,P21,1,Interviewer,หลังเลิกงานพี่ล้างของเองไหมคะ?,,th,2025-12-12T19:26:49.015458
480,P21,2,Respondent,ล้างเองครับ ทุกคืนเลย ทั้งกล่องใส่อาหาร กระติกน้ำ หม้อหุงข้าวเล็ก มันจะมีคราบน้ำมันจากอาหารลูกค้าเยอะ ต้องล้างให้หมดไม่งั้นมีกลิ่น,,th,2025-12-12T19:26:49.015458
481,P21,3,Interviewer,ตอนนี้ใช้ยี่ห้อน้ำยาล้างจานอะไรคะ?,,th,2025-12-12T19:26:55.221466
482,P21,4,Respondent,ส่วนใหญ่ Sunlight ครับ เพราะซื้อสะดวก หอม ล้างมันออกดี ไม่ต้องบีบเยอะ กลิ่นเลมอนช่วยให้รู้สึกสดชื่นหลังวันเหนื่อย ๆ,,th,2025-12-12T19:26:55.221466
483,P21,5,Interviewer,เคยลอง LiponF ไหมคะ?,,th,2025-12-12T19:27:04.120130
484,P21,6,Respondent,เคยครับ แรงดี ล้างกล่องมัน ๆ ได้หมด แต่กลิ่นแรงไปนิด เวลาใช้ตอนกลางคืนในห้องเช่าเล็ก กลิ่นจะอบอยู่ในห้อง,,th,2025-12-12T19:27:04.120130
485,P21,7,Interviewer,เวลาซื้อเลือกจากอะไรเป็นหลักครับ?,,th,2025-12-12T19:27:09.945420
486,P21,8,Respondent,ราคากับกลิ่นครับ บางเดือนเงินไม่พอ ก็เลือกแบบรีฟิลใหญ่คุ้ม แต่ยังต้องหอมด้วย ล้างแล้วไม่มีกลิ่นค้างในกล่อง,,th,2025-12-12T19:27:09.945420
487,P21,9,Interviewer,มีปัญหามือแห้งไหมคะ?,,th,2025-12-12T19:27:20.035729
488,P21,10,Respondent,มีบ้างครับ แต่ไม่เยอะ เพราะใส่ถุงมือเวลาล้าง แต่อยากได้สูตรที่ไม่ทำให้ตึงมือ บางทีล้างเสร็จแล้วต้องออกไปขี่ต่อช่วงกลางคืนอีก,,th,2025-12-12T19:27:20.035729
489,P21,11,Interviewer,ฟองมีผลไหมกับการล้าง?,,th,2025-12-12T19:27:26.122792
490,P21,12,Respondent,มีครับ ไม่ชอบฟองเยอะ มันทำให้ล้างนาน อยากให้ล้างไว น้ำเดียวจบ เพราะตอนล้างส่วนใหญ่รีบ อยากพัก,,th,2025-12-12T19:27:26.122792
491,P21,13,Interviewer,แล้วกลิ่นที่พี่ชอบเป็นแบบไหนครับ?,,th,2025-12-12T19:27:32.188452
492,P21,14,Respondent,หอมแบบสดชื่น สะอาด ไม่ฉุน กลิ่นเลมอนหรือมะกรูดโอเค ล้างเสร็จแล้วรู้สึกห้องสะอาดด้วย,,th,2025-12-12T19:27:32.188452
493,P21,15,Interviewer,ถ้ามีสูตร “ล้างไว กลิ่นหอมเย็น ลดฟอง ประหยัดน้ำ ” พี่จะลองไหมคะ?,,th,2025-12-12T19:27:41.126570
494,P21,16,Respondent,ลองเลยครับ เพราะอยากได้แบบล้างจบไว ไม่เปลืองน้ำ ไม่เหนียวมือ,,th,2025-12-12T19:27:41.126570
495,P21,17,Interviewer,พี่มองว่า LiponF กับ Sunlight ต่างกันยังไงครับ?,,th,2025-12-12T19:27:49.644989
496,P21,18,Respondent,LiponF เหมาะกับร้านอาหาร ของจริงจัง Sunlight เหมาะกับใช้ในบ้านหรือคนอยู่หอ กลิ่นดีกว่า แต่ล้างมันน้อยกว่า ถ้าได้รวมข้อดีสองอย่างเข้าด้วยกันจะดีมาก,,th,2025-12-12T19:27:49.644989
497,P21,19,Interviewer,ถ้ามีเพื่อนไรเดอร์ถามว่า “ใช้น้ำยาล้างจานอะไรดีสุด?” พี่จะตอบว่าอะไรครับ?,,th,2025-12-12T19:27:58.124294
498,P21,20,Respondent,Sunlight ครับ เพราะหอม ล้างไว หาซื้อง่าย แต่ถ้ามีโปร LiponF ก็ซื้อไว้ล้างหม้อใหญ่ ใช้สลับกัน,,th,2025-12-12T19:27:58.124294
499,P22,1,Interviewer,ปกติใช้ยี่ห้อน้ำยาล้างจานอะไรอยู่คะ?,,th,2025-12-12T19:28:06.963128
500,P22,2,Respondent,ใช้ Sunlight ค่ะ สูตรเลมอนธรรมชาติ ซื้อจาก 7-11 เพราะหาซื้อง่าย แล้วกลิ่นหอม สดชื่นดี,,th,2025-12-12T19:28:06.963128
501,P22,3,Interviewer,ทำไมถึงเลือกยี่ห้อนี้คะ?,,th,2025-12-12T19:28:16.071589
502,P22,4,Respondent,เพราะมันไม่แรงเกินไป ฟองไม่เยอะมาก ล้างง่ายในอ่างเล็ก ๆ ที่หอ แล้วกลิ่นมันหอมแบบสะอาด ล้างเสร็จแล้วห้องไม่มีกลิ่นอับ,,th,2025-12-12T19:28:16.071589
503,P22,5,Interviewer,เคยลอง LiponF ไหมคะ?,,th,2025-12-12T19:28:25.940939
504,P22,6,Respondent,เคยตอนอยู่บ้านค่ะ ล้างมันดีมาก แต่ที่หอมันแรงไป กลิ่นอบในห้อง ล้างแล้วต้องเปิดพัดลมเลย (หัวเราะ),,th,2025-12-12T19:28:25.940939
505,P22,7,Interviewer,ที่หอล้างจานลำบากไหมคะ?,,th,2025-12-12T19:28:32.007934
506,P22,8,Respondent,ค่ะ เพราะอ่างมันเล็กมาก ต้องวางจานซ้อน ๆ แล้วล้างทีละใบ ถ้าน้ำยาฟองเยอะจะล้างยากมาก ใช้น้ำเยอะกว่าจะหมดฟอง,,th,2025-12-12T19:28:32.007934
507,P22,9,Interviewer,เวลาล้างหลังเรียน เหนื่อยไหมคะ?,,th,2025-12-12T19:28:36.933736
508,P22,10,Respondent,เหนื่อยค่ะ แต่ชอบกลิ่นตอนล้าง มันช่วยให้รู้สึกผ่อนคลาย กลิ่นเลมอนแบบเย็น ๆ ทำให้ห้องรู้สึกสะอาดขึ้น,,th,2025-12-12T19:28:36.933736
509,P22,11,Interviewer,พี่ให้ความสำคัญกับกลิ่นมากเลยใช่ไหมคะ?,,th,2025-12-12T19:28:46.787021
510,P22,12,Respondent,ใช่ค่ะ ถ้ากลิ่นไม่ดีจะรู้สึกไม่อยากล้าง กลิ่นแรงหรือเคมีจะรู้สึกเวียนหัว,,th,2025-12-12T19:28:46.787021
511,P22,13,Interviewer,แล้วดูอะไรเวลาซื้อคะ?,,th,2025-12-12T19:28:52.448640
512,P22,14,Respondent,ขนาดขวดค่ะ ต้องเล็กพอดีอ่างหรือตู้ในหอ แล้วก็ราคาไม่แพง พวก refill pack ใช้สะดวกมากเพราะประหยัดพื้นที่,,th,2025-12-12T19:28:52.448640
513,P22,15,Interviewer,ถ้ามีสูตรใหม่ที่บอกว่า “หอมผ่อนคลาย ล้างง่ายในอ่างเล็ก ฟองน้อย” พี่จะลองไหมคะ?,,th,2025-12-12T19:28:59.415389
514,P22,16,Respondent,ลองแน่นอนเลยค่ะ เหมาะกับชีวิตเด็กหอสุด ๆ เลย อยากได้กลิ่นแบบ lavender หรือ green tea ด้วยซ้ำ (หัวเราะ),,th,2025-12-12T19:28:59.415389
515,P22,17,Interviewer,มองว่า Sunlight กับ LiponF ต่างกันยังไงคะ?,,th,2025-12-12T19:29:03.625732
516,P22,18,Respondent,Sunlight = หอม สดชื่น ใช้ง่ายในหอ LiponF = เข้มข้น ของแม่บ้านที่บ้าน ล้างมันดีแต่แรงไปสำหรับพื้นที่เล็ก,,th,2025-12-12T19:29:03.625732
517,P22,19,Interviewer,ถ้ามีเพื่อนถามว่า “เด็กหอใช้ยี่ห้อไหนดี?” จะตอบว่าอะไรคะ?,,th,2025-12-12T19:29:14.278600
518,P22,20,Respondent,Sunlight ค่ะ หอม ล้างง่าย ไม่ฟองเยอะ หาซื้อง่ายด้วย,,th,2025-12-12T19:29:14.278600
519,P23,1,Interviewer,ป้าใช้ยี่ห้อน้ำยาล้างจานอะไรอยู่ตอนนี้คะ?,,th,2025-12-12T19:29:26.182394
520,P23,2,Respondent,ใช้ Sunlight มาตลอดเลยลูก ตั้งแต่รุ่นเก่าจนตอนนี้ เปลี่ยนแค่สูตร กลิ่นมะนาว ใช้แล้วคุ้นมือดี,,th,2025-12-12T19:29:26.182394
521,P23,3,Interviewer,ทำไมถึงเลือกใช้ Sunlight คะ?,,th,2025-12-12T19:29:34.441666
522,P23,4,Respondent,เพราะมันล้างง่าย ไม่เหนียวมือ กลิ่นไม่ฉุน แล้วก็มีขายทั่วไป ไปตลาดร้านไหนก็มี ไม่ต้องหายี่ห้ออื่น,,th,2025-12-12T19:29:34.441666
523,P23,5,Interviewer,เคยลอง LiponF ไหมคะ?,,th,2025-12-12T19:29:47.250379
524,P23,6,Respondent,เคยจ้ะ ล้างมันดีมาก แต่แรงไปหน่อย มือแห้ง แล้วพื้นมันจะลื่น ๆ เวลาหยดน้ำยาเยอะเกินไป,,th,2025-12-12T19:29:47.250379
525,P23,7,Interviewer,ป้ามีปัญหาเรื่องมือแห้งไหมคะ?,,th,2025-12-12T19:29:57.972357
526,P23,8,Respondent,มีบ้าง มือแห้งง่ายเพราะอายุเยอะ ใช้ของแรง ๆ ไม่ได้ บางทีล้างเสร็จต้องรีบล้างน้ำเปล่าซ้ำเยอะ ๆ เพราะกลัวสารตกค้าง,,th,2025-12-12T19:29:57.972357
527,P23,9,Interviewer,ป้าให้ความสำคัญกับอะไรเวลาซื้อคะ?,,th,2025-12-12T19:30:04.498135
528,P23,10,Respondent,อยากได้แบบกลิ่นไม่แรง ล้างออกง่าย ไม่ลื่นมือ เวลาแก่แล้วแรงไม่เยอะ ถ้าขวดบีบแข็งหรือฝาแน่นเกินก็เปิดไม่ออก,,th,2025-12-12T19:30:04.498135
529,P23,11,Interviewer,แล้วซื้อที่ไหนบ่อยสุดคะ?,,th,2025-12-12T19:30:14.420645
530,P23,12,Respondent,ร้านโชห่วยแถวบ้านจ้ะ เขาจะขายเป็นขวดกับถุงรีฟิล เลือกสูตรธรรมชาติไว้ก่อน กลัวแพ้,,th,2025-12-12T19:30:14.420645
531,P23,13,Interviewer,ป้ารู้สึกยังไงเวลาใช้ Sunlight คะ?,,th,2025-12-12T19:30:22.990112
532,P23,14,Respondent,มั่นใจดีจ้ะ ใช้มานานเหมือนเพื่อนเก่า ล้างแล้วจานเงา ไม่มีกลิ่นติด ใช้แล้วรู้สึกสะอาดแบบไม่ต้องคิดเยอะ,,th,2025-12-12T19:30:22.990112
533,P23,15,Interviewer,ถ้ามีสูตรที่บอกว่า “ล้างง่าย อ่อนโยนสำหรับผิวผู้สูงอายุ” ป้าจะสนใจไหมคะ?,,th,2025-12-12T19:30:36.582382
534,P23,16,Respondent,สนใจเลยลูก เพราะคนแก่ผิวบาง มือแห้งง่าย อยากได้แบบไม่ต้องใส่ถุงมือก็ไม่คัน,,th,2025-12-12T19:30:36.582382
535,P23,17,Interviewer,ป้ามอง LiponF กับ Sunlight ต่างกันยังไงคะ?,,th,2025-12-12T19:30:42.778279
536,P23,18,Respondent,LiponF ล้างมันกว่า เหมาะกับร้านอาหาร Sunlight เหมาะกับบ้าน ใช้ง่าย กลิ่นหอมพอดี ไม่ฉุน,,th,2025-12-12T19:30:42.778279
537,P23,19,Interviewer,ถ้ามีเพื่อนรุ่นเดียวกันถามว่า “ใช้ยี่ห้อไหนดี?” ป้าจะตอบว่าอะไรคะ?,,th,2025-12-12T19:30:52.749775
538,P23,20,Respondent,Sunlight จ้ะ เพราะกลิ่นไม่แรง ใช้ได้นาน ไม่ต้องเปลี่ยนยี่ห้อบ่อย,,th,2025-12-12T19:30:52.749775
539,P24,1,Interviewer,ที่ร้านใช้ยี่ห้อน้ำยาล้างจานอะไรอยู่ตอนนี้คะ?,,th,2025-12-12T19:30:59.363954
540,P24,2,Respondent,ใช้ LiponF ครับ ซื้อเป็นแกลลอนใหญ่จาก Makro เพราะล้างเยอะทุกวัน แล้วมันเข้มข้น ล้างมันออกดี,,th,2025-12-12T19:30:59.363954
541,P24,3,Interviewer,ทำไมถึงเลือก LiponF คะ?,,th,2025-12-12T19:31:07.665741
542,P24,4,Respondent,ใช้แล้วรู้ว่ามันเอาอยู่ ล้างพวกจานมัน ๆ จากครัวได้สบาย อีกอย่างราคาต่อปริมาณคุ้มมาก ไม่ต้องบีบเยอะก็สะอาด,,th,2025-12-12T19:31:07.665741
543,P24,5,Interviewer,เคยลองแบรนด์อื่นไหมครับ?,,th,2025-12-12T19:31:16.073324
544,P24,6,Respondent,เคยครับ Sunlight ก็เคย แต่รู้สึกว่าเหมาะกับบ้านมากกว่า กลิ่นดีนะ แต่ในร้านมันหอมเกิน (หัวเราะ) บางทีแรงกลบกลิ่นกาแฟลูกค้าเลย,,th,2025-12-12T19:31:16.073324
545,P24,7,Interviewer,แล้วเวลาซื้อ ดูจากอะไรเป็นหลักครับ?,,th,2025-12-12T19:31:19.644750
546,P24,8,Respondent,ดูที่ล้างมันได้ดี ฟองพอดี ล้างออกง่าย แล้วก็ต้องไม่เหลือกลิ่นติดแก้ว เพราะร้านขายเครื่องดื่มเยอะ แก้วต้องไม่มีกลิ่นเลย,,th,2025-12-12T19:31:19.644750
547,P24,9,Interviewer,เคยเจอปัญหาอะไรไหมกับน้ำยาล้างจานที่ใช้?,,th,2025-12-12T19:31:31.440723
548,P24,10,Respondent,ถ้าใช้ยี่ห้อที่ราคาถูกเกิน ฟองจะเยอะเกิน แล้วล้างออกยาก เปลืองน้ำมาก ยิ่งตอนเร่งรีบไม่คุ้มเลย,,th,2025-12-12T19:31:31.440723
549,P24,11,Interviewer,แล้วเรื่องมือแห้งล่ะครับ มีผลไหม?,,th,2025-12-12T19:31:47.663162
550,P24,12,Respondent,พนักงานบางคนบ่นครับ แต่ในครัวก็ใส่ถุงมือกันอยู่แล้ว ผมมองที่ประสิทธิภาพก่อนเลย,,th,2025-12-12T19:31:47.663162
551,P24,13,Interviewer,ถ้ามีสูตรใหม่ที่เขียนว่า “เข้มข้น ล้างไว ฟองน้อย ใช้น้ำน้อยลง 30%” คุณสนใจไหมครับ?,,th,2025-12-12T19:31:54.087052
552,P24,14,Respondent,สนใจเลยครับ เพราะในร้านน้ำสำคัญมาก ใช้น้อยลงแต่ยังสะอาดคือดีสุด,,th,2025-12-12T19:31:54.087052
553,P24,15,Interviewer,แล้วมองแบรนด์ LiponF ยังไงครับในฐานะคนทำร้าน?,,th,2025-12-12T19:32:02.975252
554,P24,16,Respondent,มันดูเป็นของใช้มืออาชีพครับ เหมือนของจริงจัง เหมาะกับร้านอาหาร ถ้ามีสูตร Pro หรือสำหรับร้านโดยเฉพาะจะดีมาก,,th,2025-12-12T19:32:02.975252
555,P24,17,Interviewer,แล้ว Sunlight ล่ะครับ?,,th,2025-12-12T19:32:09.672781
556,P24,18,Respondent,ผมว่ามันดูสะอาด ดูทันสมัย เหมาะกับบ้าน แต่ในร้านผมมันยังดู “เบา” ไปหน่อย,,th,2025-12-12T19:32:09.672781
557,P24,19,Interviewer,ถ้ามีแบรนด์ใหม่ที่ทำสูตรเฉพาะสำหรับร้านอาหารขนาดเล็ก คุณอยากเห็นอะไรในนั้นบ้างครับ?,,th,2025-12-12T19:32:15.789830
558,P24,20,Respondent,อยากได้แบบ “clean kitchen series” ไปเลยครับ ล้างไว ฟองน้อย ล้างมันดี ไม่มีกลิ่นติดแก้ว แล้วถ้ามี refill หรือระบบส่งถึงร้านได้ยิ่งดี,,th,2025-12-12T19:32:15.789830
559,P24,21,Interviewer,แล้วถ้ามีลูกค้ามาเห็นขวดน้ำยาล้างจานวางในโซนครัวเปิด คุณคิดว่ามันมีผลกับภาพลักษณ์ร้านไหมครับ?,,th,2025-12-12T19:32:34.266799
560,P24,22,Respondent,มีครับ ผมเลือกขวดให้ดูเรียบสะอาดเลยนะ เพราะร้านผมครัวเปิด ขวดต้องดูไม่เลอะหรือสีฉูดฉาดเกินไป,,th,2025-12-12T19:32:34.266799
561,P24,23,Interviewer,ถ้ามีเพื่อนเจ้าของร้านถามว่า “น้ำยาล้างจานอะไรคุ้มสุด?” คุณตอบว่าอะไรครับ?,,th,2025-12-12T19:32:38.052258
562,P24,24,Respondent,LiponF แน่นอนครับ เข้มข้น ประหยัด ล้างมันดี แต่จะบอกเพิ่มว่า “หาขวดรีฟิลสวย ๆ มาบรรจุเอง” จะดูดีขึ้นเยอะ,,th,2025-12-12T19:32:38.052258
